KURUM,YIL,LINK
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2204-eskisehir-buyuksehir-belediyesi
"ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ ESPARK ESKİŞEHİR PARK BAHÇE PEYZAJ, TEMİZLİK SAN. VE TİC. LTD. ŞTİ.",2014,https://www.sayistay.gov.tr/reports/download/2205-eskisehir-buyuksehir-belediyesi-espark-e
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2206-eskisehir-buyuksehir-belediyesi-su-ve-ka
ESKİŞEHİR ODUNPAZARI BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2207-eskisehir-odunpazari-belediyesi
GAZİANTEP BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2208-gaziantep-buyuksehir-belediyesi
GAZİANTEP BÜYÜKŞEHİR BELEDİYESİ GAZİ ULAŞ A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2209-gaziantep-buyuksehir-belediyesi-gazi-ula
GAZİANTEP SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2210-gaziantep-su-ve-kanalizasyon-idaresi-gen
GAZİANTEP ŞAHİNBEY BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2211-gaziantep-sahinbey-belediyesi
GAZİANTEP ŞEHİTKAMİL BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2212-gaziantep-sehitkamil-belediyesi
GİRESUN BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2213-giresun-belediyesi
GİRESUN BULANCAK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2214-giresun-bulancak-belediyesi
GÜMÜŞHANE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2215-gumushane-belediyesi
HAKKARİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2216-hakkari-belediyesi
HATAY BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2217-hatay-buyuksehir-belediyesi
HATAY BÜYÜKŞEHİR BELEDİYESİ ANTAKYA TİC. İMAR A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2218-hatay-buyuksehir-belediyesi-antakya-tic
HATAY DÖRTYOL BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2219-hatay-dortyol-belediyesi
HATAY İSKENDERUN BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2220-hatay-iskenderun-belediyesi
IĞDIR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2221-igdir-belediyesi
ISPARTA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2222-isparta-belediyesi
İSTANBUL AVCILAR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2223-istanbul-avcilar-belediyesi
İSTANBUL BAKIRKÖY BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2224-istanbul-bakirkoy-belediyesi
İSTANBUL BEYKOZ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2225-istanbul-beykoz-belediyesi
İSTANBUL BEYOĞLU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2226-istanbul-beyoglu-belediyesi
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2227-istanbul-buyuksehir-belediyesi
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ KÜLTÜR A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2228-istanbul-buyuksehir-belediyesi-kultur-as
"İSTANBUL ELEKTRİK,TRAMVAY VE TÜNEL İŞLETMELERİ GENEL MÜDÜRLÜĞÜ (İETT)",2014,https://www.sayistay.gov.tr/reports/download/2229-istanbul-elektriktramvay-ve-tunel-isletm
İSTANBUL KADIKÖY BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2230-istanbul-kadikoy-belediyesi
İSTANBUL KAĞITHANE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2231-istanbul-kagithane-belediyesi
İSTANBUL PENDİK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2232-istanbul-pendik-belediyesi
İSTANBUL SARIYER BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2233-istanbul-sariyer-belediyesi
İSTANBUL SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (İSKİ),2014,https://www.sayistay.gov.tr/reports/download/2234-istanbul-su-ve-kanalizasyon-idaresi-gene
İSTANBUL ŞİŞLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2235-istanbul-sisli-belediyesi
İSTANBUL ÜMRANİYE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2236-istanbul-umraniye-belediyesi
İSTANBUL ZEYTİNBURNU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2237-istanbul-zeytinburnu-belediyesi
İZMİR BAYRAKLI BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2238-izmir-bayrakli-belediyesi
İZMİR BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2239-izmir-buyuksehir-belediyesi
İZMİR BÜYÜKŞEHİR BELEDİYESİ İZBETON A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2240-izmir-buyuksehir-belediyesi-izbeton-as
İZMİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2241-izmir-buyuksehir-belediyesi-su-ve-kanali
İZMİR ÇİĞLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2242-izmir-cigli-belediyesi
"İZMİR ELEKTRİK, SU, HAVAGAZI, OTOBÜS VE TROLEYBÜS GENEL MÜDÜRLÜĞÜ (ESHOT)",2014,https://www.sayistay.gov.tr/reports/download/2243-izmir-elektrik-su-havagazi-otobus-ve-tro
İZMİR GAZİEMİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2244-izmir-gaziemir-belediyesi
İZMİR KONAK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2245-izmir-konak-belediyesi
İZMİR ÖDEMİŞ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2246-izmir-odemis-belediyesi
KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2247-kahramanmaras-buyuksehir-belediyesi
KAHRAMANMARAŞ ELBİSTAN BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2248-kahramanmaras-elbistan-belediyesi
KARABÜK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2249-karabuk-belediyesi
KARABÜK SAFRANBOLU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2250-karabuk-safranbolu-belediyesi
KARAMAN BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2251-karaman-belediyesi
KARS BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2252-kars-belediyesi
KASTAMONU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2253-kastamonu-belediyesi
KAYSERİ BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2254-kayseri-buyuksehir-belediyesi
KAYSERİ BÜYÜKŞEHİR BELEDİYESİ KAYSERİ İMAR VE İNŞ. TİC. A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2255-kayseri-buyuksehir-belediyesi-kayseri-im
KAYSERİ KOCASİNAN BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2256-kayseri-kocasinan-belediyesi
KAYSERİ MELİKGAZİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2257-kayseri-melikgazi-belediyesi
KAYSERİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (KASKİ),2014,https://www.sayistay.gov.tr/reports/download/2258-kayseri-su-ve-kanalizasyon-idaresi-genel
KIRIKKALE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2259-kirikkale-belediyesi
KIRKLARELİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2260-kirklareli-belediyesi
KIRKLARELİ LÜLEBURGAZ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2261-kirklareli-luleburgaz-belediyesi
KIRŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2262-kirsehir-belediyesi
KİLİS BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2263-kilis-belediyesi
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2264-kocaeli-buyuksehir-belediyesi
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ İZAYDAŞ,2014,https://www.sayistay.gov.tr/reports/download/2265-kocaeli-buyuksehir-belediyesi-izaydas
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (İSU),2014,https://www.sayistay.gov.tr/reports/download/2266-kocaeli-buyuksehir-belediyesi-su-ve-kana
KOCAELİ DARICA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2267-kocaeli-darica-belediyesi
KOCAELİ GÖLCÜK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2268-kocaeli-golcuk-belediyesi
KOCAELİ İZMİT BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2269-kocaeli-izmit-belediyesi
KOCAELİ İZMİT BELEDİYESİ BEKAŞ,2014,https://www.sayistay.gov.tr/reports/download/2270-kocaeli-izmit-belediyesi-bekas
KOCAELİ KÖRFEZ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2271-kocaeli-korfez-belediyesi
KONYA AKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2272-konya-aksehir-belediyesi
KONYA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2273-konya-buyuksehir-belediyesi
KONYA BÜYÜKŞEHİR BELEDİYESİ BELEDİYE SAĞLIK HASTANESİ ANONİM ŞİRKETİ,2014,https://www.sayistay.gov.tr/reports/download/2274-konya-buyuksehir-belediyesi-belediye-sag
KONYA EREĞLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2275-konya-eregli-belediyesi
KONYA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2276-konya-su-ve-kanalizasyon-idaresi-genel-m
KÜTAHYA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2277-kutahya-belediyesi
KÜTAHYA TAVŞANLI BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2278-kutahya-tavsanli-belediyesi
MALATYA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2279-malatya-buyuksehir-belediyesi
MALATYA BÜYÜKŞEHİR BELEDİYESİ MOTAŞ A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2280-malatya-buyuksehir-belediyesi-motas-as
MANİSA AKHİSAR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2281-manisa-akhisar-belediyesi
MANİSA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2282-manisa-buyuksehir-belediyesi
MANİSA SALİHLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2283-manisa-salihli-belediyesi
MANİSA TURGUTLU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2284-manisa-turgutlu-belediyesi
MANİSA TURGUTLU BELEDİYESİ TURGUTLU TURİSTİK VE TARIMSAL TESİSİLER AŞ,2014,https://www.sayistay.gov.tr/reports/download/2285-manisa-turgutlu-belediyesi-turgutlu-turi
MARDİN BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2286-mardin-buyuksehir-belediyesi
MARDİN KIZILTEPE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2287-mardin-kiziltepe-belediyesi
MERSİN BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2288-mersin-buyuksehir-belediyesi
MERSİN BÜYÜKŞEHİR BELEDİYESİ MERSİN BÜYÜKŞEHİR İMAR İNŞ.TİC.A.Ş,2014,https://www.sayistay.gov.tr/reports/download/2289-mersin-buyuksehir-belediyesi-mersin-buyu
MERSİN BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2290-mersin-buyuksehir-su-ve-kanalizasyon-ida
MERSİN ERDEMLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2291-mersin-erdemli-belediyesi
MERSİN MEZİTLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2292-mersin-mezitli-belediyesi
MERSİN TARSUS BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2293-mersin-tarsus-belediyesi
MUĞLA BODRUM BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2294-mugla-bodrum-belediyesi
MUĞLA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2295-mugla-buyuksehir-belediyesi
MUĞLA BÜYÜKŞEHİR BELEDİYESİ MUTTAŞ,2014,https://www.sayistay.gov.tr/reports/download/2296-mugla-buyuksehir-belediyesi-muttas
MUŞ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2297-mus-belediyesi
NEVŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2298-nevsehir-belediyesi
NİĞDE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2299-nigde-belediyesi
NİĞDE BOR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2300-nigde-bor-belediyesi
ORDU BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2301-ordu-buyuksehir-belediyesi
ORDU FATSA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2302-ordu-fatsa-belediyesi
ORDU ÜNYE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2303-ordu-unye-belediyesi
OSMANİYE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2304-osmaniye-belediyesi
OSMANİYE KADİRLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2305-osmaniye-kadirli-belediyesi
RİZE BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2306-rize-belediyesi
SAKARYA ADAPAZARI BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2307-sakarya-adapazari-belediyesi
SAKARYA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2308-sakarya-buyuksehir-belediyesi
SAKARYA BÜYÜKŞEHİR BELEDİYESİ BELPAŞ,2014,https://www.sayistay.gov.tr/reports/download/2309-sakarya-buyuksehir-belediyesi-belpas
SAKARYA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2310-sakarya-su-ve-kanalizasyon-idaresi-genel
SAMSUN BAFRA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2311-samsun-bafra-belediyesi
SAMSUN BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2312-samsun-buyuksehir-belediyesi
SAMSUN ÇARŞAMBA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2313-samsun-carsamba-belediyesi
SAMSUN SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2014,https://www.sayistay.gov.tr/reports/download/2314-samsun-su-ve-kanalizasyon-idaresi-genel
SİİRT BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2315-siirt-belediyesi
SİNOP BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2316-sinop-belediyesi
SİVAS BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2317-sivas-belediyesi
SİVAS BELEDİYESİ ÖZBELSAN A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2318-sivas-belediyesi-ozbelsan-as
ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2319-sanliurfa-buyuksehir-belediyesi
ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ BELSAN İMAR İNŞ. A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2320-sanliurfa-buyuksehir-belediyesi-belsan-i
ŞANLIURFA SİVEREK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2321-sanliurfa-siverek-belediyesi
ŞANLIURFA VİRANŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2322-sanliurfa-viransehir-belediyesi
ŞIRNAK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2323-sirnak-belediyesi
TEKİRDAĞ BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2324-tekirdag-buyuksehir-belediyesi
TEKİRDAĞ ÇORLU BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2325-tekirdag-corlu-belediyesi
TOKAT BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2326-tokat-belediyesi
TOKAT TURHAL BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2327-tokat-turhal-belediyesi
TRABZON AKÇAABAT BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2328-trabzon-akcaabat-belediyesi
TRABZON BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2329-trabzon-buyuksehir-belediyesi
TRABZON BÜYÜKŞEHİR BELEDİYESİ TRABEL A.Ş.,2014,https://www.sayistay.gov.tr/reports/download/2330-trabzon-buyuksehir-belediyesi-trabel-as
TUNCELİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2331-tunceli-belediyesi
UŞAK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2332-usak-belediyesi
VAN BÜYÜKŞEHİR BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2333-van-buyuksehir-belediyesi
VAN ERCİŞ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2334-van-ercis-belediyesi
YALOVA BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2335-yalova-belediyesi
YOZGAT BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2336-yozgat-belediyesi
ZONGULDAK BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2337-zonguldak-belediyesi
ZONGULDAK KARADENİZ EREĞLİ BELEDİYESİ,2014,https://www.sayistay.gov.tr/reports/download/2338-zonguldak-karadeniz-eregli-belediyesi
ADANA BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1988-adana-buyuksehir-belediyesi
ADANA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2013,https://www.sayistay.gov.tr/reports/download/1989-adana-su-ve-kanalizasyon-idaresi-genel-m
ADIYAMAN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1990-adiyaman-belediyesi
AFYONKARAHİSAR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1991-afyonkarahisar-belediyesi
AKSARAY BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1992-aksaray-belediyesi
AMASYA BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1993-amasya-belediyesi
ANKARA AKYURT BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1994-ankara-akyurt-belediyesi
ANKARA ALTINDAĞ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1995-ankara-altindag-belediyesi
ANKARA BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1996-ankara-buyuksehir-belediyesi
ANKARA ÇANKAYA BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1997-ankara-cankaya-belediyesi
ANKARA ELEKTRİK HAVAGAZI VE OTOBÜS İŞLETME MÜESSESESİ GENEL MÜDÜRLÜĞÜ (EGO),2013,https://www.sayistay.gov.tr/reports/download/1998-ankara-elektrik-havagazi-ve-otobus-islet
ANKARA KEÇİÖREN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/1999-ankara-kecioren-belediyesi
ANKARA MAMAK BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2000-ankara-mamak-belediyesi
ANKARA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (ASKİ),2013,https://www.sayistay.gov.tr/reports/download/2001-ankara-su-ve-kanalizasyon-idaresi-genel
ANKARA YENİMAHALLE BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2002-ankara-yenimahalle-belediyesi
ANTALYA ALANYA BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2003-antalya-alanya-belediyesi
ANTALYA BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2004-antalya-buyuksehir-belediyesi
ANTALYA DÖŞEMEALTI BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2005-antalya-dosemealti-belediyesi
ANTALYA KEPEZ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2006-antalya-kepez-belediyesi
ANTALYA KONYAALTI BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2007-antalya-konyaalti-belediyesi
ANTALYA MANAVGAT BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2008-antalya-manavgat-belediyesi
ANTALYA MURATPAŞA BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2009-antalya-muratpasa-belediyesi
ANTALYA SU VE ATIK SU İDARESİ GENEL MÜDÜRLÜĞÜ,2013,https://www.sayistay.gov.tr/reports/download/2010-antalya-su-ve-atik-su-idaresi-genel-mudu
ARDAHAN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2011-ardahan-belediyesi
ARTVİN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2012-artvin-belediyesi
AYDIN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2013-aydin-belediyesi
BALIKESİR BANDIRMA BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2014-balikesir-bandirma-belediyesi
BALIKESİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2015-balikesir-belediyesi
BARTIN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2016-bartin-belediyesi
BATMAN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2017-batman-belediyesi
BAYBURT BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2018-bayburt-belediyesi
BİLECİK BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2019-bilecik-belediyesi
BİNGÖL BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2020-bingol-belediyesi
BİTLİS BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2021-bitlis-belediyesi
BOLU BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2022-bolu-belediyesi
BURDUR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2023-burdur-belediyesi
BURSA BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2024-bursa-buyuksehir-belediyesi
BURSA NİLÜFER BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2025-bursa-nilufer-belediyesi
BURSA OSMANGAZİ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2026-bursa-osmangazi-belediyesi
BURSA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (BUSKİ),2013,https://www.sayistay.gov.tr/reports/download/2027-bursa-su-ve-kanalizasyon-idaresi-genel-m
BURSA YILDIRIM BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2028-bursa-yildirim-belediyesi
ÇANAKKALE BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2029-canakkale-belediyesi
ÇANKIRI BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2030-cankiri-belediyesi
ÇORUM BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2031-corum-belediyesi
DENİZLİ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2032-denizli-belediyesi
DİYARBAKIR BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2033-diyarbakir-buyuksehir-belediyesi
DİYARBAKIR SU KANALİZASYON İŞLETMESİ GENEL MÜDÜRLÜĞÜ (DİSKİ),2013,https://www.sayistay.gov.tr/reports/download/2034-diyarbakir-su-kanalizasyon-isletmesi-gen
DÜZCE BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2035-duzce-belediyesi
EDİRNE BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2036-edirne-belediyesi
ELAZIĞ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2037-elazig-belediyesi
ERZİNCAN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2038-erzincan-belediyesi
ERZURUM BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2039-erzurum-buyuksehir-belediyesi
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ,2013,https://www.sayistay.gov.tr/reports/download/2040-erzurum-buyuksehir-belediyesi-su-ve-kana
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2041-eskisehir-buyuksehir-belediyesi
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2013,https://www.sayistay.gov.tr/reports/download/2042-eskisehir-buyuksehir-belediyesi-su-ve-ka
ESKİŞEHİR ODUNPAZARI BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2043-eskisehir-odunpazari-belediyesi
ESKİŞEHİR TEPEBAŞI BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2044-eskisehir-tepebasi-belediyesi
GAZİANTEP BÜYÜKŞEHİR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2045-gaziantep-buyuksehir-belediyesi
GAZİANTEP SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2013,https://www.sayistay.gov.tr/reports/download/2046-gaziantep-su-ve-kanalizasyon-idaresi-gen
GİRESUN BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2047-giresun-belediyesi
GÜMÜŞHANE BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2048-gumushane-belediyesi
HAKKARİ BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2049-hakkari-belediyesi
HATAY BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2050-hatay-belediyesi
IĞDIR BELEDİYESİ,2013,https://www.sayistay.gov.tr/reports/download/2051-igdir-belediyesi
